"advertiserId","programName","conversionRate","confirmationRate","approvalTime","epc","confirmationTime","joinDate","paymentStatus","adRank","feedEnabled","parentSectors","subSectors","clickMin","clickMax","leadMin","leadMax","saleMin","saleMax","salePercentageMin","salePercentageMax"
"17051","RentCars BR","9.6","75.9 / 54.6","26","0.20","68","2015-09-30 00:00:00",,"2.5","no","Travel","Car Rental","","","7","7","10","10","0","0"
"18248","Bildelaronline24 SE","26.7","90.9 / 0","29","1.74","30","2016-06-22 00:00:00",,"2.5","yes","Retail & Shopping","Automotive","","","","","","","5","10"
"2826","ONE.com DE","1.8","65.3 / 0","59","0.31","83","2007-11-10 00:00:00",,"2.4","no","Telco's & Services","Web Hosting","","","","","15","45","0","0"
"13421","Allianz IT","0.1","100 / 83","0","0.00","0","2014-04-06 00:00:00",,"2.4","no","Finance & Insurance","Insurance","","","1.4","1.4","","","0","0"
"13481","Conta Azul BR","3.3","85.1 / 83.9","18","0.14","58","2013-08-07 00:00:00",,"2.4","no","Finance & Insurance","Lead Gen","","","9","18","","","6.5","6.5"
"19415","Lezalez BR","6.9","77.6 / 0","8","0.54","64","2017-06-26 00:00:00",,"2.4","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","9.5","9.5"
"15459","Animale BR","3.3","82 / 0","43","0.32","30","2016-10-17 00:00:00",,"2.4","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","53.17","0","5"
"15993","RayBan BR","3.4","63.8 / 0","26","0.47","0","2014-12-15 00:00:00",,"2.4","no","Retail & Shopping","Clothing Accessories","","","","","","","7.5","7.5"
"16741","HHV - Vinyl Streetwear Sneakers & more","6.5","65.6 / 0","65","0.14","65","2016-01-29 00:00:00",,"2.4","yes","Retail & Shopping","Clothing|Clothing Accessories|Sports Equipment","","","","","","","2","8"
"19439","Nebulus DE","10.9","100 / 0","59","0.61","60","2017-07-31 00:00:00",,"2.4","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","3","8"
"19579","Jequiti BR","5.8","73.9 / 0","61","0.09","83","2018-02-20 00:00:00",,"2.4","no","Retail & Shopping","Health & Beauty","","","","","","","6.5","6.5"
"19601","Clube Marisol BR","3.3","41.5 / 0","23","0.15","76","2018-05-07 00:00:00",,"2.4","no","Retail & Shopping","Clothing|Clothing Accessories","","","","","","0.01","0","8.5"
"19665","eclock BR","1.4","78.4 / 0","27","0.07","58","2018-10-01 00:00:00",,"2.4","yes","Retail & Shopping","Gadgets","","","","","","","8.5","8.5"
"11373","Zurich IT","9.2","100 / 89.5","0","0.74","0","2012-02-02 00:00:00",,"2.3","no","Finance & Insurance","Insurance","","","7.25","7.25","80","80","0","0"
"16128","Edenred 2015 IT","7.1","77.9 / 94.2","36","1.17","210","2014-12-23 00:00:00",,"2.3","no","Telco's & Services","Lead Gen","","","","21.5","7","60","0","0.5"
"15948","Netshoes - Shoptimao BR","5.7","87.2 / 0","26","0.17","0","2015-01-15 00:00:00",,"2.3","yes","Retail & Shopping","Clothing|Sportswear","","","","","","","10","10"
"16601","Küchen Quelle DE","0.3","0 / 49.2","0","0.12","0","2015-05-26 00:00:00",,"2.3","yes","Retail & Shopping","Furniture & Soft Furnishings","","","45","45","","","0","0"
"16965","Bitdefender NL - Migrated","7.6","92.1 / 0","24","1.43","25","2015-08-06 00:00:00",,"2.3","yes","Telco's & Services","Software Downloads","","","","","","","35","40"
"17720","YouCom BR","5.7","93.3 / 0","22","0.16","64","2016-02-22 00:00:00",,"2.3","yes","Retail & Shopping","Clothing","","","","","","","4","4"
"17791","Nuuvem BR","5.6","67.7 / 0","25","0.02","75","2016-07-20 00:00:00",,"2.3","yes","Retail & Shopping","PC & Video Games","","","","","","","4","4"
"18302","Puket BR","8.7","86.4 / 0","23","0.33","55","2016-09-06 00:00:00",,"2.3","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","7","7"
"18878","Girafa BR","1.1","52.7 / 0","54","0.11","123","2016-12-21 00:00:00",,"2.3","yes","Retail & Shopping","Department Stores","","","","","","","3","5"
"15970","Timberland BR","6","60.9 / 0","44","0.14","63","2014-11-18 00:00:00",,"2.3","yes","Retail & Shopping","Clothing|Clothing Accessories|Shoes","","","","","","","4","4"
"19696","Asus BR","2.8","85.5 / 0","36","0.44","73","2018-11-23 00:00:00",,"2.3","no","Retail & Shopping","Electronic Superstore","","","","","","","2","2"
"19552","Off Premium BR","10.2","91.5 / 0","48","0.47","0","2017-12-15 00:00:00",,"2.3","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","5.6","5.6"
"19590","Shell - App Shell Box BR","12.5","78.3 / 0","25","0.09","67","2018-02-20 00:00:00",,"2.3","no","Telco's & Services","Mobile Downloads|Mobile Pay As You Go","","","","","15","15","0","0"
"11185","Flip4new","5.7","30.9 / 0","25","0.43","25","2012-01-10 00:00:00",,"2.2","yes","Retail & Shopping","Electronic Superstore","","","0.01","0.01","9","14","6","17"
"16699","Emmi-Nail DE - migrated","4.9","65.9 / 0","59","0.19","69","2015-11-17 00:00:00",,"2.2","yes","Retail & Shopping","Health & Beauty","","","","","","","15","15"
"17157","Douglas ES","3.8","97.9 / 0","32","0.28","121","2015-12-08 00:00:00",,"2.2","yes","Retail & Shopping","Health & Beauty","","","","","","","8","10"
"17032","Imaginarium BR","7.1","88.6 / 0","21","0.18","62","2015-09-29 00:00:00",,"2.2","no","Retail & Shopping","Department Stores|Gadgets","","","","","","","7","7"
"16889","Quem Disse Berenice BR","3.3","87.9 / 0","41","0.15","51","2015-02-11 00:00:00",,"2.2","yes","Retail & Shopping","Health & Beauty","","","","","","","12","12"
"18916","Autodoc IT","4.2","92.1 / 0","29","0.20","35","2016-01-19 00:00:00",,"2.2","yes","Retail & Shopping","Automotive","","","","","","","4","8"
"18814","Levis BR","9.4","75.2 / 0","40","0.39","0","2016-11-25 00:00:00",,"2.2","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","7.5","7.5"
"18619","Onofre Agora Eletro BR","6","70.3 / 0","48","0.39","142","2018-06-13 00:00:00",,"2.2","yes","Retail & Shopping","Electronic Accessories","","","","","","","4.8","4.8"
"19273","MAC Cosmeticos BR","6.4","78.6 / 0","32","0.16","72","2017-04-13 00:00:00",,"2.2","no","Retail & Shopping","Health & Beauty","","","","","","","4.5","5"
"19507","Green Man Gaming BR","3.1","56.8 / 0","28","0.05","99","2017-11-08 00:00:00",,"2.2","yes","Retail & Shopping","PC & Video Games","","","","","","","2","5"
"19637","eLens BR","22.9","74.6 / 0","27","0.52","94","2018-08-03 00:00:00",,"2.2","no","Retail & Shopping","Pharmaceuticals","","","","","","","4.5","4.5"
"19674","New Balance BR","0.5","73.9 / 0","20","0.02","48","2018-10-23 00:00:00",,"2.2","no","Retail & Shopping","Shoes|Sportswear","","","","","","","5.6","5.6"
"4039","UnicreditConto","4.9","74.1 / 84.9","2","0.89","6","2007-11-12 00:00:00",,"2.1","no","Finance & Insurance","Personal Banking","","","20","26","30","38","0","0"
"16522","Mondadori IT","14.5","100 / 0","39","0.39","114","2015-05-15 00:00:00",,"2.1","no","Retail & Shopping","Books & Subscriptions","","","","","","","6.5","6.5"
"13602","Consul BR","5","88.2 / 0","28","0.34","92","2014-09-19 00:00:00",,"2.1","yes","Retail & Shopping","Department Stores|Electronic Accessories|Entertainment Superstore","","","","","","","2.2","2.2"
"15687","CVC BR","0.4","73.6 / 0","31","0.06","59","2014-10-04 00:00:00",,"2.1","yes","Travel","Airlines|Hotels & Accommodation|Travel Agencies","","","","","","","2.8","7"
"16887","Eudora BR","7.2","86.8 / 0","41","0.39","56","2015-11-25 00:00:00",,"2.1","yes","Retail & Shopping","Health & Beauty","","","","","","","11","11"
"18330","reifen DE","17","75.3 / 100","53","0.08","85","2016-11-21 00:00:00",,"2.1","yes","Retail & Shopping","Lead Gen","","","0.16","0.16","","","4","4"
"17630","Saldao da informatica BR","2.4","66 / 0","31","0.20","56","2016-01-28 00:00:00",,"2.1","yes","Retail & Shopping","Computers|Electronic Accessories","","","","","","","2.8","2.8"
"19327","Fotoregistro BR","26.3","91.2 / 0","0","0.41","58","2017-07-20 00:00:00",,"2.1","no","Retail & Shopping","Photos & Print Services","","","","","","","8","8"
"19374","Telhanorte BR","2.5","42.9 / 0","54","0.07","155","2017-06-26 00:00:00",,"2.1","yes","Retail & Shopping","Home & Garden","","","","","","","2.5","2.5"
"19648","Estrela 10 BR","6.1","81.6 / 0","85","0.27","68","2018-09-10 00:00:00",,"2.1","yes","Retail & Shopping","Gadgets|Home & Garden","","","","","","","6.2","6.2"
"14605","shopDisney","2.8","99.4 / 0","44","0.21","96","2013-12-09 00:00:00",,"2","yes","Retail & Shopping","Childrenswear|Toys & Games","","","","","","","11.5","11.5"
"16761","Lottoland BR","8.6","94.4 / 0","17","0.21","48","2018-02-23 00:00:00",,"2","no","Telco's & Services","","","","","","7","7","0","0"
"18180","Die Bewerbungsschreiber DE - migrated","0.4","0 / 69.7","0","0.03","0","2016-07-18 00:00:00",,"2","no","Telco's & Services","Education Training & Recruitment","","","8","8","","","0","0"
"18112","Under Armour BR","3.6","81.1 / 0","35","0.14","61","2018-01-11 00:00:00",,"2","yes","Retail & Shopping","Sportswear","","","","","","","6.5","6.5"
"19555","FYI Store BR","9.5","95.8 / 0","39","0.74","0","2017-12-18 00:00:00",,"2","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","9.5","9.5"
"18362","Cantao BR","8.1","82.4 / 0","50","0.42","101","2016-12-26 00:00:00",,"2","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","8","8"
"19560","Nova Concursos BR","19.9","86.7 / 0","37","0.35","104","2018-01-16 00:00:00",,"2","no","Telco's & Services","Education Training & Recruitment","","","","","","","12","12"
"19240","Gocase BR","8.6","84 / 0","20","0.19","88","2018-01-16 00:00:00",,"2","no","Retail & Shopping","Electronic Accessories","","","","","","","3.2","7"
"7156","ad4mat AT","0","0 / 0","0","0.00","0","2009-12-17 00:00:00",,"1.9","no","Telco's & Services","Lead Gen","","","","","","","80","80"
"5484","Anlagegold24","3.9","100 / 0","40","2.82","40","2009-03-09 00:00:00",,"1.9","yes","Retail & Shopping","Jewellery","","","","","0.01","0.01","0.1","10"
"12373","Eotica BR","6.6","79.3 / 0","27","0.21","98","2018-08-03 00:00:00",,"1.9","no","Retail & Shopping","Clothing Accessories","","","","","","","6","6"
"16714","Drogaria Araujo BR","2.9","46.5 / 0","43","0.05","95","2015-07-30 00:00:00",,"1.9","yes","Retail & Shopping","Health & Beauty","","","","","","","5.5","5.5"
"18242","recambioscoches ES","11.6","90 / 0","29","0.60","30","2016-09-08 00:00:00",,"1.9","yes","Retail & Shopping","Automotive","","","","","","","5","10"
"18800","Leiturinha BR","7.3","94.8 / 0","23","0.41","68","2017-01-12 00:00:00",,"1.9","no","Retail & Shopping","Books & Subscriptions","","","","","4.5","35","0","0"
"19529","Gorila Shield BR","4.1","27.4 / 0","26","0.02","112","2018-05-03 00:00:00",,"1.9","no","Retail & Shopping","Electronic Accessories","","","","","","","8.5","8.5"
"19657","Iugu BR","0","100 / 99.7","0","0.00","17","2018-09-11 00:00:00",,"1.9","no","Finance & Insurance","Lead Gen","","","22","22","","","0","0"
"1394","ReifenDirekt.de","1.1","73.2 / 0","36","0.08","36","2007-06-09 00:00:00",,"1.8","yes","Retail & Shopping","Automotive","","","","","","","2","4"
"5894","MyM&Ms DE","4.5","87.8 / 0","24","0.53","24","2009-01-28 00:00:00",,"1.8","yes","Retail & Shopping","Gifts & Flowers","","","","","","15","0","15"
"17060","Muenkel.eu DE - migrated","0","91.3 / 0","59","1.53","60","2015-11-09 00:00:00",,"1.8","yes","Retail & Shopping","Home & Garden","","","","","","","3","3"
"17298","Phooto BR","7.6","81.2 / 0","20","0.11","111","2015-11-05 00:00:00",,"1.8","no","Retail & Shopping","Photography|Photos & Print Services","","","","","","","9","9"
"17380","Ich will Kühe DE - migrated","0.1","98.8 / 0","65","0.08","49","2015-12-18 00:00:00",,"1.8","no","Travel","Hotels & Accommodation","","","","","","","9","9"
"17753","tessamino DE - migrated","0.5","45.3 / 0","37","0.21","37","2016-07-20 00:00:00",,"1.8","yes","Retail & Shopping","Shoes","","","","","","","10","12"
"18247","Autodeler NO","0","97.3 / 0","29","3.73","30","2016-06-22 00:00:00",,"1.8","yes","Retail & Shopping","Automotive","","","","","","","5","10"
"19260","Toolineo DE","5.2","96 / 0","13","0.33","13","2017-10-10 00:00:00",,"1.8","no","Retail & Shopping","DIY","","","","","","","5","10"
"11998","WilliamHill Sport IT","0","87.7 / 0","46","2.12","137","2014-02-05 00:00:00",,"1.7","no","Telco's & Services","Gambling & Competitions","","","","","50","58","0","0"
"12530","Ri Happy BR","0.9","92.6 / 0","56","0.05","90","2012-09-08 00:00:00",,"1.7","yes","Retail & Shopping","Toys & Games","","","","","","","6.5","6.5"
"14062","EF English Live BR","2.4","0 / 36.6","0","0.03","0","2013-09-10 00:00:00",,"1.7","no","Telco's & Services","Education Training & Recruitment","","","5.3","5.3","","","0","0"
"14214","Spiele Max DE - migrated","0","89.5 / 0","45","0.00","44","2014-01-30 00:00:00",,"1.7","yes","Retail & Shopping","Toys & Games","","0.25","","","","","0","5.5"
"15949","Netshoes - Sao Paulo Mania BR","4.6","84.7 / 0","26","0.19","91","2015-01-15 00:00:00",,"1.7","yes","Retail & Shopping","Clothing|Sportswear","","","","","","","10","10"
"16261","cawoe DE - migrated","0","80.3 / 0","45","0.35","45","2015-08-12 00:00:00",,"1.7","yes","Retail & Shopping","Clothing|Furniture & Soft Furnishings|Health & Beauty|Home & Garden","","","","","","","7","10"
"17068","Oakley BR","2","79.6 / 0","20","0.15","64","2015-09-18 00:00:00",,"1.7","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","7.5","10"
"15952","Netshoes - Shop Vasco BR","5.4","85 / 0","24","0.18","86","2015-10-05 00:00:00",,"1.7","no","Retail & Shopping","Sportswear","","","","","","","10","10"
"19603","Quero Passagem BR","6.3","79.6 / 0","21","0.13","47","2018-06-14 00:00:00",,"1.7","no","Travel","Coaches","","","","","","","6","6"
"13948","DomainFactory - migrated","0","93.2 / 0","81","0.00","0","2013-10-29 00:00:00",,"1.6","no","Telco's & Services","Web Hosting","","","","","2","390","0","0"
"14140","Casa e Video BR","2.7","28.6 / 0","36","0.01","77","2014-08-24 00:00:00",,"1.6","yes","Retail & Shopping","Department Stores","","","","","","","1.6","1.6"
"15587","Verisure BR","0","100 / 61.5","0","0.00","68","2014-08-08 00:00:00",,"1.6","no","Finance & Insurance","Lead Gen","","","20","20","","","0","0"
"16670","BAWAG P.S.K. AT","0","0 / 0","37","0.04","0","2015-10-16 00:00:00",,"1.6","no","Finance & Insurance","Personal Banking","","","","","","","2","2"
"16539","Blablacar IT","5.2","100 / 99.3","16","0.25","13","2015-05-25 00:00:00",,"1.6","no","Travel","Car Rental","","","","7","","1.9","0","0"
"16755","Noppies DE - migrated","0","100 / 0","59","1.16","60","2015-11-27 00:00:00",,"1.6","yes","Retail & Shopping","Clothing|Clothing Accessories|Baby & Toddler","","","","","","","8","8"
"16803","Golfhouse AT - migrated","0","100 / 0","44","0.86","75","2015-07-23 00:00:00",,"1.6","yes","Retail & Shopping","Sports Equipment|Sportswear","","","","","","","6","6"
"17343","Monte Carlo BR","4","96.8 / 0","34","0.27","65","2015-11-26 00:00:00",,"1.6","yes","Retail & Shopping","Jewellery","","","","","","","6.5","6.5"
"17482","Tourisim DE - migrated","0","99.9 / 0","59","1.11","60","2016-10-12 00:00:00",,"1.6","no","Telco's & Services","Mobile Contract","","","","","","","11","11"
"19632","Vinho Facil BR","12.6","96.4 / 0","35","0.43","62","2018-10-11 00:00:00",,"1.6","yes","Retail & Shopping","Wine Spirits & Tobacco","","","","","","","7","7"
"19020","7Camicie IT","0.5","85.9 / 100","76","0.07","212","2017-02-15 00:00:00",,"1.6","yes","Retail & Shopping","Clothing|Menswear|Womenswear","","","1.55","2","","","11.5","11.5"
"18915","Yougenio IT","0","97 / 0","52","1.88","152","2017-01-11 00:00:00",,"1.6","no","Telco's & Services","Lead Gen","","","","","7.5","15","15","30"
"17364","Expedia.mx","2","89.6 / 0","80","0.28","80","2017-10-19 00:00:00",,"1.6","no","Travel","Airlines|Car Rental","","","","","","","1","6"
"19182","Luigi Bertolli BR","11.5","91.8 / 0","22","0.38","60","2017-04-19 00:00:00",,"1.6","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","8","8"
"19217","Eletrum BR","1.1","77.1 / 0","45","0.03","81","2017-03-28 00:00:00",,"1.6","yes","Retail & Shopping","Electronic Accessories","","","","","","","2.2","4.3"
"19706","Shopclub BR","0.2","58.1 / 0","28","0.01","0","2019-01-02 00:00:00",,"1.6","no","Retail & Shopping","Department Stores|Electronic Accessories|Electronic Superstore","","","","","","","1.4","1.4"
"13891","wirwinzer DE - migrated","0","99.1 / 0","14","0.09","14","2013-07-26 00:00:00",,"1.5","yes","Retail & Shopping","Wine Spirits & Tobacco","","","","","5","5","8","10"
"15977","abo24 DE","12.2","0 / 100","0","0.06","0","2015-07-28 00:00:00",,"1.5","no","Retail & Shopping","Books & Subscriptions","","","0.5","0.5","","","10","10"
"16131","modeo.de","0.8","24.9 / 0","39","0.04","39","2015-08-07 00:00:00",,"1.5","yes","Telco's & Services","Mobile Contract","","","","","1","350","0","0"
"16158","Lanca Perfume BR","5.3","76.7 / 0","19","0.77","45","2015-01-22 00:00:00",,"1.5","no","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","5.5","5.5"
"16434","Eni IT","2.4","0 / 100","0","0.36","0","2015-03-29 00:00:00",,"1.5","no","Telco's & Services","Utilities","","","15","42","","","0","0"
"17181","Passiontec DE - migrated","2.5","68.2 / 0","38","0.25","38","2016-01-05 00:00:00",,"1.5","yes","Retail & Shopping","Electronic Accessories|Electronic Superstore","","","","","","","0.3","10"
"18243","Autonvaraosat24 FI","0","90.6 / 0","29","2.21","30","2016-09-08 00:00:00",,"1.5","yes","Retail & Shopping","Automotive","","","","","","","5","10"
"19067","Manzara IT","2.7","99.9 / 0","44","0.18","78","2017-03-07 00:00:00",,"1.5","yes","Retail & Shopping","Clothing|Clothing Accessories|Lingerie|Womenswear","","","","","","","7.7","20"
"19016","Casa Show BR","2.5","73.6 / 0","58","0.34","104","2017-05-04 00:00:00",,"1.5","no","Retail & Shopping","Home & Garden","","","","","","","8.5","9"
"19554","A.Brand BR","4.1","94.8 / 0","44","0.51","0","2017-12-15 00:00:00",,"1.5","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","0.01","0","8"
"19519","Joias Gold BR","2.2","54.1 / 0","7","0.23","50","2017-12-28 00:00:00",,"1.5","no","Retail & Shopping","Jewellery","","","","","","","4","8"
"19572","Elsys BR","2.8","91.8 / 0","25","0.31","129","2018-01-03 00:00:00",,"1.5","no","Retail & Shopping","Electronic Accessories|Electronic Superstore","","","","","","","8.5","8.5"
